code_system,code,display,classification,review_reason
SNOMED,128133004,Disorder of elbow (disorder),,
SNOMED,12820001,Disorder of sacrum (disorder),,
SNOMED,129618003,Autonomic dysreflexia (disorder),,
SNOMED,1296859006,Procedure declined (situation),,
SNOMED,129903002,Ineffective infant feeding pattern (finding),,
SNOMED,13236000,Congenital spondylolisthesis (disorder),,
SNOMED,13301002,Cellulitis of knee (disorder),,
SNOMED,13629008,Neonatal hypothermia (disorder),,
SNOMED,1381505000,Insertion of drainage tube into pleural cavity (procedure),,
SNOMED,13910004,Combined anteroposterior colporrhaphy (procedure),,
SNOMED,160316001,Family history: Blood disorder (situation),,
SNOMED,160347007,Family history: Glaucoma (situation),,
SNOMED,161579008,History of perinatal problem (situation),,
SNOMED,161633009,History of radiation exposure (situation),,
SNOMED,161666008,History of heart recipient (situation),,
SNOMED,161693006,History of renal dialysis (situation),,
SNOMED,162143008,Pain in female genitalia (finding),,
SNOMED,162403009,Ear pressure sensation (finding),,
SNOMED,166702002,Serum calcium level above reference range (finding),,
SNOMED,169241000,Echocardiogram abnormal (finding),,
SNOMED,169665005,Antenatal ultrasound scan abnormal (finding),,
SNOMED,171228002,Respiratory disease screening (procedure),,
SNOMED,175125003,Percutaneous transluminal ablation of atrioventricular node (procedure),,
SNOMED,17552000,Dental calculus (disorder),,
SNOMED,177866001,Repair of bilateral inguinal hernias (procedure),,
SNOMED,182159002,Disseminated tuberculosis (disorder),,
SNOMED,1860003,Fluid volume disorder (disorder),,
SNOMED,18653004,Alcohol intoxication delirium (disorder),,
SNOMED,188045003,Malignant melanoma of scalp (disorder),,
SNOMED,188046002,Malignant melanoma of neck (disorder),,
SNOMED,188507008,Lymphosarcoma of lymph nodes of multiple sites (disorder),,
SNOMED,189197001,Hemangioma of intra-abdominal structure (disorder),,
SNOMED,18973006,Uterovaginal prolapse (disorder),,
SNOMED,190279008,Iodine hypothyroidism (disorder),,
SNOMED,191527001,Simple schizophrenia (disorder),,
SNOMED,191572009,Acute exacerbation of chronic schizoaffective schizophrenia (disorder),,
SNOMED,191574005,Schizoaffective schizophrenia in remission (disorder),,
SNOMED,191659001,Atypical depressive disorder (disorder),,
SNOMED,191708009,Chronic anxiety (finding),,
SNOMED,191914006,Nondependent harmful pattern of use of opioid in remission (disorder),,
SNOMED,192049004,Prolonged depressive adjustment reaction (disorder),,
SNOMED,19399000,Acute exudative otitis media (disorder),,
SNOMED,195382003,Spider nevus (disorder),,
SNOMED,195798007,Chronic adenotonsillitis (disorder),,
SNOMED,199223000,"Diabetes mellitus during pregnancy, childbirth and the puerperium (disorder)",,
SNOMED,200767005,Pityriasis simplex (disorder),,
SNOMED,201849003,"Localized, secondary osteoarthritis of the shoulder region (disorder)",,
SNOMED,202606004,Clicking hip (finding),,
SNOMED,202924004,Transient synovitis (disorder),,
SNOMED,208241000,"Closed fracture of proximal humerus, anatomical neck (disorder)",,
SNOMED,208713003,Closed fracture of multiple phalanges of toe (disorder),,
SNOMED,209629006,"Complete tear, knee, anterior cruciate ligament (disorder)",,
SNOMED,210773002,Open wounds involving multiple regions of lower limb(s) (disorder),,
SNOMED,213220000,Postoperative deep vein thrombosis (disorder),,
SNOMED,21783006,Mechanical lagophthalmos (disorder),,
SNOMED,218218000,Overexertion and strenuous movements (event),,
SNOMED,228156007,Intellectual functioning disability (finding),,
SNOMED,228371004,Long-term drug misuser (finding),,
SNOMED,230285003,Vascular dementia of acute onset (disorder),,
SNOMED,230325003,Meige syndrome (disorder),,
SNOMED,230470007,Episodic tension-type headache (disorder),,
SNOMED,230591002,Motor neuropathy with multiple conduction block (disorder),,
SNOMED,230810008,Excision of tumor of brain meninges (procedure),,
SNOMED,23186000,Menstrual migraine (disorder),,
SNOMED,232018006,Posterior proliferative vitreoretinopathy (disorder),,
SNOMED,232086000,Neovascular angle closure glaucoma (disorder),,
SNOMED,232834008,Balloon aortic valvotomy (procedure),,
SNOMED,233022006,Construction of conduit - right atrium to pulmonary trunk (procedure),,
SNOMED,23406007,Fracture of upper limb (disorder),,
SNOMED,23568008,Congenital metatarsus adductus (disorder),,
SNOMED,235821002,Postoperative intestinal obstruction (disorder),,
SNOMED,235825006,Pseudo-obstruction of intestine (disorder),,
SNOMED,236042008,Obstructed internal hernia (disorder),,
SNOMED,236443009,Medullary sponge kidney (disorder),,
SNOMED,236562009,Obstruction of peritoneal dialysis catheter (disorder),,
SNOMED,237084006,Inflammation of cervix uteri caused by Chlamydia (disorder),,
SNOMED,237102006,Vaginal vault hematoma (disorder),,
SNOMED,238085009,Fredrickson type IV hyperlipoproteinemia (disorder),,
SNOMED,238525001,Polymorphic light eruption (disorder),,
SNOMED,239727002,Rupture of posterior cruciate ligament (disorder),,
SNOMED,242489002,Accident due to contact with hot or corrosive substance (event),,
SNOMED,246815009,Excess skin of eyelid (finding),,
SNOMED,247389006,Intercostal neuralgia (finding),,
SNOMED,248866005,Labial adhesions (disorder),,
SNOMED,25440005,Tetrachlorodibenzodioxin poisoning (disorder),,
SNOMED,254561006,Carcinoma of pylorus (disorder),,
SNOMED,254805008,Compound nevus of skin (disorder),,
SNOMED,254921004,Angiomyolipoma of kidney (disorder),,
SNOMED,26039008,Neurosyphilis (disorder),,
SNOMED,26146002,Complete transposition of great vessels (disorder),,
SNOMED,263128001,Sprain of ligament of elbow (disorder),,
SNOMED,263244000,Bimalleolar fracture of ankle (disorder),,
SNOMED,26390003,Total colectomy (procedure),,
SNOMED,264580006,Thyroid dysfunction (disorder),,
SNOMED,26715006,Steroid-induced myopathy (disorder),,
SNOMED,267802000,Pruritus of genital organs (disorder),,
SNOMED,269134004,Sprain of elbow and forearm (disorder),,
SNOMED,271472001,"Benign neoplasm of nose, middle ear and accessory sinuses (disorder)",,
SNOMED,271794005,Disorder of sleep-wake cycle (disorder),,
SNOMED,271832001,"Flatulence, eructation and gas pain (finding)",,
SNOMED,274162005,Thoracic back sprain (disorder),,
SNOMED,274192001,Superficial injury of wrist (disorder),,
SNOMED,274919008,Fall on same level due to impact against another person (event),,
SNOMED,275134007,Family history: Arthritis (situation),,
SNOMED,275266006,Metastasis to digestive organs (disorder),,
SNOMED,275481002,Non-suppurative otitis media (disorder),,
SNOMED,275519006,Peripheral arteriovenous malformation (disorder),,
SNOMED,275979007,Screening for malignant neoplasm of rectum (procedure),,
SNOMED,277545003,T-cell chronic lymphocytic leukemia (disorder),,
SNOMED,278528006,Facial swelling (finding),,
SNOMED,278971009,Hepatitis A immune (finding),,
SNOMED,279016001,Cervicogenic headache (finding),,
SNOMED,280032002,Developmental language disorder (disorder),,
SNOMED,281004,Dementia associated with alcoholism (disorder),,
SNOMED,284181007,Incision and drainage of abscess (procedure),,
SNOMED,285387005,Left sided abdominal pain (finding),,
SNOMED,28663008,Severe manic bipolar I disorder with psychotic features (disorder),,
SNOMED,28768007,Incisional biopsy of breast mass (procedure),,
SNOMED,289477004,Mass of vulva (finding),,
SNOMED,28978003,Progressive supranuclear ophthalmoplegia (disorder),,
SNOMED,29268000,Contact hypersensitivity (disorder),,
SNOMED,29599000,Chronic undifferentiated schizophrenia (disorder),,
SNOMED,297186008,Motorcycle accident (event),,
SNOMED,298375002,Tenderness of temporomandibular joint (finding),,
SNOMED,299328006,Deformity of knee joint (finding),,
SNOMED,301802001,Loin abscess (disorder),,
SNOMED,302109006,Gastrostomy present (finding),,
SNOMED,302833002,Paraganglioma (disorder),,
SNOMED,30833006,Vulvar vestibulitis (disorder),,
SNOMED,308374001,Caffeine-related disorder (disorder),,
SNOMED,308695001,Intracapsular cataract extraction and insertion of intraocular lens (procedure),,
SNOMED,309084001,Villous adenomatous polyp of colon (disorder),,
SNOMED,30911005,Cryoglobulinemia (disorder),,
SNOMED,309465005,Infection caused by Varicellovirus humanalpha3 (disorder),,
SNOMED,30956003,Subtotal thyroidectomy (procedure),,
SNOMED,313157004,Pseudostrabismus (disorder),,
SNOMED,313259008,"Localized, primary osteoarthritis of elbow (disorder)",,
SNOMED,33048000,Peripheral visual field defect (finding),,
SNOMED,33209009,Idiopathic progressive polyneuropathy (disorder),,
SNOMED,33334006,Foreign body in digestive tract (disorder),,
SNOMED,33629003,Drusen of optic disc (finding),,
SNOMED,33910007,Postoperative infection (disorder),,
SNOMED,34361001,Traumatic cataract (disorder),,
SNOMED,34571000,Anovulation (finding),,
SNOMED,34580000,"Duodenal ulcer without hemorrhage, without perforation AND without obstruction (disorder)",,
SNOMED,34630004,Pityriasis (disorder),,
SNOMED,35065006,Primary chronic pseudo-obstruction of colon (disorder),,
SNOMED,35600002,Strabismic amblyopia (disorder),,
SNOMED,359908007,Repair of paraesophageal diaphragmatic hernia (procedure),,
SNOMED,36222008,Carcinoid heart disease (disorder),,
SNOMED,363390005,Malignant neoplasm of palate (disorder),,
SNOMED,363489000,Malignant neoplasm of neck (disorder),,
SNOMED,367363000,Right ventricular failure (disorder),,
SNOMED,36778005,Fracture of distal phalanx of finger (disorder),,
SNOMED,370471003,Lumbosacral stenosis (disorder),,
SNOMED,37064009,Hyperproteinemia (disorder),,
SNOMED,370997001,Primary testicular failure (disorder),,
SNOMED,372098004,Carcinoma of endocervix (disorder),,
SNOMED,372126009,Malignant neoplasm of skin of trunk (disorder),,
SNOMED,37231002,Macular retinal edema (disorder),,
SNOMED,373600006,Multiple bruising (finding),,
SNOMED,373610002,Polyp in nasopharynx (disorder),,
SNOMED,373717006,Premature menopause (finding),,
SNOMED,38086007,Laryngomalacia (disorder),,
SNOMED,386802000,Endometrial biopsy (procedure),,
SNOMED,38708003,Cholesteatoma of attic (disorder),,
SNOMED,390906007,Follow-up encounter (procedure),,
SNOMED,39202005,"Coronary artery bypass with autogenous graft, four grafts (procedure)",,
SNOMED,392300000,Phacomorphic angle closure glaucoma due to disorder of lens (disorder),,
SNOMED,39479004,Telogen effluvium (disorder),,
SNOMED,396234004,Infective arthritis (disorder),,
SNOMED,396335001,Acute and chronic cholecystitis (disorder),,
SNOMED,397117006,Amputation of lower limb (procedure),,
SNOMED,398114001,Ehlers-Danlos syndrome (disorder),,
SNOMED,39823006,Generalized atherosclerosis (disorder),,
SNOMED,402981007,Mycobacteroides chelonae infection of skin (disorder),,
SNOMED,403898002,Squamous cell carcinoma of skin of lower extremity (disorder),,
SNOMED,40947009,Drowning (event),,
SNOMED,409780002,Acute osteomyelitis (disorder),,
SNOMED,413428007,Acquired kyphosis (disorder),,
SNOMED,41411008,Fall from playground equipment (event),,
SNOMED,414667000,Meningomyelocele (disorder),,
SNOMED,414819007,Neonatal abstinence syndrome (disorder),,
SNOMED,41663005,Disorder of pinna (disorder),,
SNOMED,417192005,Saint Louis encephalitis virus infection (disorder),,
SNOMED,417893002,Deformity (finding),,
SNOMED,41975002,Insomnia with sleep apnea (disorder),,
SNOMED,420171008,Fluoroscopic angiography of carotid artery with contrast (procedure),,
SNOMED,421895002,Peripheral vascular disorder due to diabetes mellitus (disorder),,
SNOMED,421920002,Cataract of eye due to diabetes mellitus type 1 (disorder),,
SNOMED,42452002,Thoracic radiculopathy (disorder),,
SNOMED,425390006,Dementia associated with Parkinson's Disease (disorder),,
SNOMED,425802001,Effusion of bilateral pleural cavities (disorder),,
SNOMED,425919003,Chronic organic mental disorder (disorder),,
SNOMED,42655007,Complete bilateral paralysis of vocal cords (disorder),,
SNOMED,427020007,Cerebral vasculitis (disorder),,
SNOMED,427419006,Transformed migraine (disorder),,
SNOMED,427769002,Infection of amputation stump (disorder),,
SNOMED,427894009,History of augmentation of breast (situation),,
SNOMED,428072000,History of repair of musculotendinous cuff of shoulder (situation),,
SNOMED,428220001,Traumatic tear of skin (disorder),,
SNOMED,428529004,History of bilateral mastectomy (situation),,
SNOMED,428798001,Closed fracture of tibial plateau (disorder),,
SNOMED,428834009,History of amputation of finger (situation),,
SNOMED,429439000,Complex cyst of uterine adnexa (disorder),,
SNOMED,429479009,History of radiation therapy (situation),,
SNOMED,430031008,Fetal hydronephrosis (disorder),,
SNOMED,430166008,Congenital anomaly of peripheral blood vessel (disorder),,
SNOMED,430474001,Secondary adhesive capsulitis (disorder),,
SNOMED,431307001,Intentional poisoning caused by drug (disorder),,
SNOMED,431481001,Chronic pain due to injury (finding),,
SNOMED,432519008,Cancer antigen 125 above reference range (finding),,
SNOMED,438582003,Acute injury of anterior cruciate ligament (disorder),,
SNOMED,439698008,Hereditary thrombophilia (disorder),,
SNOMED,441527004,Harmful pattern of use of stimulant (disorder),,
SNOMED,442309004,Insertion of tunneled central venous catheter (procedure),,
SNOMED,442551007,Dental caries extending into dentin (disorder),,
SNOMED,44301001,Suicide (event),,
SNOMED,443416007,Benign adenomatous neoplasm (disorder),,
SNOMED,443790001,Giant cell tumor (disorder),,
SNOMED,444150000,Latent syphilis (disorder),,
SNOMED,444231005,Thymoma (disorder),,
SNOMED,444387000,Exposure to Bordetella pertussis (event),,
SNOMED,444408007,Tubular adenoma (disorder),,
SNOMED,444545003,Glioma of brainstem (disorder),,
SNOMED,444702007,Irregular bowel habits (finding),,
SNOMED,444813003,Prophylactic immunotherapy (procedure),,
SNOMED,445164007,Clotting time above reference range (finding),,
SNOMED,445424004,Weakness of vocal cord (finding),,
SNOMED,445445006,Low density lipoprotein cholesterol above reference range (finding),,
SNOMED,445511002,Orthostatic headache (finding),,
SNOMED,447071003,Scar of face (disorder),,
SNOMED,448417001,Sepsis caused by Staphylococcus aureus (disorder),,
SNOMED,44897000,Mesenteric lymphadenitis (disorder),,
SNOMED,46210008,Cyst of eyelid (disorder),,
SNOMED,46422008,Closed fracture of shaft of metacarpal bone (disorder),,
SNOMED,46706006,Replacement of contraceptive intrauterine device (procedure),,
SNOMED,48230001,First degree uterine prolapse (disorder),,
SNOMED,4834000,Typhoid fever (disorder),,
SNOMED,4927003,Acute anterior uveitis (disorder),,
SNOMED,49723003,Intussusception of intestine (disorder),,
SNOMED,50807007,Femoral-popliteal artery bypass graft with vein (procedure),,
SNOMED,50821009,Arterial retinal branch occlusion (disorder),,
SNOMED,50920009,Myocarditis (disorder),,
SNOMED,51221005,Chronic contact dermatitis (disorder),,
SNOMED,51742006,Disorder of anterior pituitary (disorder),,
SNOMED,52089001,Arteritis (disorder),,
SNOMED,52457000,Ileitis (disorder),,
SNOMED,52486002,Necrotizing fasciitis (disorder),,
SNOMED,52497002,Foreign body in conjunctival sac (disorder),,
SNOMED,52852000,Insertion of bilateral breast prostheses (procedure),,
SNOMED,5313005,Derangement of posterior horn of medial meniscus (disorder),,
SNOMED,53165003,Megaloblastic anemia (disorder),,
SNOMED,53208009,Peroneal tendinitis (disorder),,
SNOMED,5413009,Abnormal male sexual function (finding),,
SNOMED,54587008,Simple phobia (disorder),,
SNOMED,54974006,"Insertion of permanent pacemaker with transvenous electrodes, ventricular (procedure)",,
SNOMED,55162003,Tooth extraction (procedure),,
SNOMED,55244002,Arthroscopically aided anterior cruciate ligament repair (procedure),,
SNOMED,56038003,Staphylococcal infectious disease (disorder),,
SNOMED,56951005,Poisoning caused by cardiotonic glycoside (disorder),,
SNOMED,58170007,Viral meningitis (disorder),,
SNOMED,58972000,Dribbling of urine (finding),,
SNOMED,59213002,"Repair of ruptured supraspinatus tendon, acute (procedure)",,
SNOMED,59523007,Herpes simplex disciform keratitis (disorder),,
SNOMED,59617007,Severe depressed bipolar I disorder with psychotic features (disorder),,
SNOMED,60853003,Disorder of magnesium metabolism (disorder),,
SNOMED,61536007,Peripheral retinal degeneration (disorder),,
SNOMED,62531004,Placenta previa marginalis (disorder),,
SNOMED,62744007,Orthopnea (finding),,
SNOMED,6285003,Tachyarrhythmia (disorder),,
SNOMED,62856000,Nonobliterative otosclerosis involving oval window (disorder),,
SNOMED,63384009,Distorted body image (finding),,
SNOMED,64144002,Pruritic rash (disorder),,
SNOMED,64613007,Inflammation of small intestine (disorder),,
SNOMED,65198009,Arterial thrombosis (disorder),,
SNOMED,65362007,Acquired cavovarus deformity of foot (disorder),,
SNOMED,65399007,Langerhans cell histiocytosis (disorder),,
SNOMED,66112004,Closed fracture of sternum (disorder),,
SNOMED,66187002,Fatty stool (finding),,
SNOMED,67125004,Latent syphilis with positive serology (disorder),,
SNOMED,68550008,Neonatal disturbance of temperature regulation (disorder),,
SNOMED,69215007,Intolerant of heat (finding),,
SNOMED,69559004,Mass of retroperitoneal structure (finding),,
SNOMED,69914001,Stricture of anus (disorder),,
SNOMED,70342003,Cholelithiasis without obstruction (disorder),,
SNOMED,7183006,Anophthalmos (disorder),,
SNOMED,72315009,Inclusion body myositis (disorder),,
SNOMED,724454004,Endometriosis of serosa of pelvic peritoneum (disorder),,
SNOMED,72620002,Nodular degeneration of cornea (disorder),,
SNOMED,72654001,Supraventricular arrhythmia (disorder),,
SNOMED,72658003,Prickly heat (disorder),,
SNOMED,74783009,Stenosis of lacrimal punctum (disorder),,
SNOMED,75137002,Closed traumatic dislocation of joint of finger (disorder),,
SNOMED,77091003,Malnutrition of moderate degree (Gomez: 60 percent to less than 75 percent of standard weight) (disorder),,
SNOMED,77721001,Intoxication caused by opioid (disorder),,
SNOMED,7792000,Placenta previa without hemorrhage (disorder),,
SNOMED,77970009,Benign hypertensive heart disease without congestive heart failure (disorder),,
SNOMED,781682005,Hyperemia of eye (finding),,
SNOMED,783729004,Fibromuscular dysplasia of wall of artery (disorder),,
SNOMED,78514002,Thigh pain (finding),,
SNOMED,78523004,Late effect of radiation (disorder),,
SNOMED,79410001,Congenital cataract (disorder),,
SNOMED,80193009,Postgastric surgery syndrome (disorder),,
SNOMED,8069005,Implantation of tricuspid valve prosthesis or synthetic device (procedure),,
SNOMED,81808003,Hemarthrosis (disorder),,
SNOMED,82523003,Congestive rheumatic heart failure (disorder),,
SNOMED,82732003,Familial hypokalemic periodic paralysis (disorder),,
SNOMED,83458005,Agitated depression (disorder),,
SNOMED,840365009,Placenta circummarginate (disorder),,
SNOMED,84471002,Slowing of urinary stream (finding),,
SNOMED,84889008,Parapharyngeal abscess (disorder),,
SNOMED,85571008,Sensory hearing loss (disorder),,
SNOMED,86279000,Acute suppurative otitis media with spontaneous rupture of ear drum (disorder),,
SNOMED,86480004,Open reduction of fracture (procedure),,
SNOMED,866000008,Abscess of skin and/or subcutaneous tissue caused by ingrown hair (disorder),,
SNOMED,8782006,Radical perineal prostatectomy (procedure),,
SNOMED,87970004,Nonfatal submersion (disorder),,
SNOMED,88230002,Disorder of skeletal system (disorder),,
SNOMED,88273006,Iatrogenic hypothyroidism (disorder),,
SNOMED,89634005,"Microbial identification kit, rapid strep method (procedure)",,
SNOMED,89689008,Congenital genu valgum (disorder),,
SNOMED,91602002,Thoracentesis (procedure),,
SNOMED,92059004,Benign neoplasm of choroid (disorder),,
SNOMED,92258000,Benign neoplasm of orbit (disorder),,
SNOMED,92503002,Neurofibromatosis type 2 (disorder),,
SNOMED,92812005,"Chronic leukemia, disease (disorder)",,
SNOMED,93423006,Dermatitis of eyelid (disorder),,
SNOMED,9389005,Herpes simplex keratitis (disorder),,
SNOMED,94186002,Metastatic malignant neoplasm to urinary bladder (disorder),,
SNOMED,94393006,Metastatic malignant neoplasm to lymph nodes of face (disorder),,
SNOMED,94623007,Metastatic malignant neoplasm to testis (disorder),,
SNOMED,94889006,Neoplasm of uncertain behavior of kidney (disorder),,
SNOMED,94963005,Neoplasm of uncertain behavior of nervous system (disorder),,
SNOMED,94989005,Neoplasm of uncertain behavior of parotid gland (disorder),,
SNOMED,95317002,Victim of terrorism (finding),,
SNOMED,95347000,Skin necrosis (disorder),,
SNOMED,95415006,Polymyalgia (disorder),,
SNOMED,95531001,Hemorrhagic duodenitis (disorder),,
SNOMED,95532008,Obstruction of duodenum (disorder),,
SNOMED,95646004,Cerebellar degeneration (disorder),,
SNOMED,95663000,Peripheral motor neuropathy (disorder),,
SNOMED,102878001,Recurrent miscarriage (disorder),,
SNOMED,1052239007,Paresis of left vocal cord (disorder),,
SNOMED,1052240009,Paresis of right vocal cord (disorder),,
SNOMED,105387008,Holiday relief care of patient (regime/therapy),,
SNOMED,105531004,Housing unsatisfactory (finding),,
SNOMED,109558001,Dieulafoy's vascular malformation (disorder),,
SNOMED,110015006,Injury of penis (disorder),,
SNOMED,111196000,Dermatitis herpetiformis (disorder),,
SNOMED,111248006,Diastasis of muscle (disorder),,
SNOMED,111405003,Ureteritis (disorder),,
SNOMED,111407006,Hemolytic uremic syndrome (disorder),,
SNOMED,111975006,Prolonged QT interval (finding),,
SNOMED,112828007,Femoral-popliteal artery bypass graft (procedure),,
SNOMED,11480007,Idiopathic granulomatous interstitial nephropathy (disorder),,
SNOMED,116288000,Paralytic stroke (disorder),,
SNOMED,116339002,Breast finding (finding),,
SNOMED,118607005,"Hodgkin lymphoma, lymphocyte-rich (disorder)",,
SNOMED,1197061008,Fetal intrapartum and/or early neonatal disorder due to prolapsed cord (disorder),,
SNOMED,1217699008,Keloid acne scar (disorder),,
SNOMED,1231846001,Psychosis caused by ethanol (disorder),,
SNOMED,1251614005,Lizard bite (event),,
SNOMED,1255340003,Closed fracture of multiple phalanges of fingers (disorder),,
SNOMED,1255341004,Closed comminuted fracture of phalanx of finger (disorder),,
SNOMED,1255805006,Malignant lymphoma of lymph nodes of head (disorder),,
SNOMED,1255806007,Malignant lymphoma of lymph nodes of neck (disorder),,
SNOMED,1255807003,Malignant lymphoma of lymph nodes of head and neck (disorder),,
SNOMED,125664002,Open wound of toe (disorder),,
SNOMED,1260268001,Myelodysplastic syndrome with low blasts (disorder),,
SNOMED,126789008,Neoplasm of submaxillary gland (disorder),,
SNOMED,127287001,Intertrochanteric fracture (disorder),,
SNOMED,127294003,Traumatic or nontraumatic brain injury (disorder),,
SNOMED,127601009,Hammer toe operation (procedure),,
SNOMED,128049000,Disorder of cervical spine (disorder),,
SNOMED,1285702007,Monitoring of lithium therapy (regime/therapy),,
SNOMED,129836000,Noncompliance with therapeutic regimen (finding),,
SNOMED,13164000,Reduced visual acuity (finding),,
SNOMED,13267003,Gastric motor function disorder (disorder),,
SNOMED,134290008,Vocal cord dysfunction (finding),,
SNOMED,13438001,Overanxious disorder of childhood (disorder),,
SNOMED,134388005,Monofilament foot sensation test (procedure),,
SNOMED,1345130001,Aspirated food in respiratory tract (disorder),,
SNOMED,1366546000,Post-traumatic urethral stricture (disorder),,
SNOMED,1373497002,Tenosynovitis of finger (disorder),,
SNOMED,13753008,Hemifacial spasm (disorder),,
SNOMED,1415005,Lymphangitis (disorder),,
SNOMED,14189004,Measles (disorder),,
SNOMED,14981000,Urethral fistula (disorder),,
SNOMED,150062003,Osteotomy (procedure),,
SNOMED,15023006,Thromboendarterectomy with graft of carotid artery by neck incision (procedure),,
SNOMED,15250008,Disorder of cornea (disorder),,
SNOMED,15544002,Restrictive cardiomyopathy secondary to infiltrations (disorder),,
SNOMED,155441006,Polyarteritis nodosa (disorder),,
SNOMED,15555002,Acute pericarditis (disorder),,
SNOMED,1563006,Protein S deficiency disease (disorder),,
SNOMED,161443002,History of hypothyroidism (situation),,
SNOMED,161445009,History of diabetes mellitus (situation),,
SNOMED,161675005,History of artificial eyeglobe (situation),,
SNOMED,161744009,Past pregnancy history of miscarriage (situation),,
SNOMED,161882006,Stiff neck (finding),,
SNOMED,16564004,"Hartmann operation, rectal resection (procedure)",,
SNOMED,165879008,Autoantibody titer detected (finding),,
SNOMED,16814004,Pneumococcal infectious disease (disorder),,
SNOMED,16851005,Mitochondrial myopathy (disorder),,
SNOMED,168840001,Barium enema abnormal (finding),,
SNOMED,16922007,Hereditary coagulation factor deficiency (disorder),,
SNOMED,169734005,Spontaneous rupture of membranes (finding),,
SNOMED,170537006,Requires a tetanus booster (finding),,
SNOMED,171014001,Medical counseling (procedure),,
SNOMED,17155009,Trichotillomania (disorder),,
SNOMED,174929002,Replacement of aortic valve with mechanical valve prosthesis (procedure),,
SNOMED,18193002,Hypochondriasis (disorder),,
SNOMED,183668008,Total avulsion of nail plate (procedure),,
SNOMED,1847009,Endophthalmitis (disorder),,
SNOMED,18546004,Congenital stenosis of aortic valve (disorder),,
SNOMED,186903006,Late latent syphilis (disorder),,
SNOMED,187058000,Histoplasmosis with retinitis (disorder),,
SNOMED,18773000,Cyclical vomiting syndrome (disorder),,
SNOMED,187792009,Malignant neoplasm of tail of pancreas (disorder),,
SNOMED,188060000,Malignant melanoma of shoulder (disorder),,
SNOMED,188061001,Malignant melanoma of upper arm (disorder),,
SNOMED,191461002,Senile dementia with delirium (disorder),,
SNOMED,191667009,Paranoid disorder (disorder),,
SNOMED,191819002,Continuous opioid dependence (disorder),,
SNOMED,192759008,Cerebral venous sinus thrombosis (disorder),,
SNOMED,19307009,Drug-induced immune thrombocytopenia (disorder),,
SNOMED,193253000,Myopathy due to Sjögren's disease (disorder),,
SNOMED,193638002,Stimulus deprivation amblyopia (disorder),,
SNOMED,194736003,Mitral and aortic incompetence (disorder),,
SNOMED,195147006,Thrombus of atrium (disorder),,
SNOMED,195189003,Cerebral infarction due to thrombosis of cerebral arteries (disorder),,
SNOMED,195984007,Recurrent bronchiectasis (disorder),,
SNOMED,196102003,Spontaneous tension pneumothorax (disorder),,
SNOMED,1963002,Paroxysmal nocturnal hemoglobinuria (disorder),,
SNOMED,19636003,Monocytosis (disorder),,
SNOMED,196500001,Submandibular sialolithiasis (disorder),,
SNOMED,197659005,Atrophy of kidney (disorder),,
SNOMED,197805009,Postoperative ureteric constriction (disorder),,
SNOMED,197853008,Recurrent cystitis (disorder),,
SNOMED,19877001,Rhinophyma (disorder),,
SNOMED,199230006,Pre-existing type 2 diabetes mellitus (disorder),,
SNOMED,199734003,Abnormal biochemical finding on antenatal screening of mother (finding),,
SNOMED,199879009,Congenital anomaly of skin (disorder),,
SNOMED,200586004,Carbuncle of back (disorder),,
SNOMED,200751004,Abscess of face (disorder),,
SNOMED,201834006,"Localized, primary osteoarthritis of the hand (disorder)",,
SNOMED,202479004,Pain of acromioclavicular joint (finding),,
SNOMED,202723000,Cervical post-laminectomy syndrome (disorder),,
SNOMED,202843000,Full thickness rotator cuff tear (disorder),,
SNOMED,202912006,Flexor tenosynovitis of finger (disorder),,
SNOMED,203241002,Osteomyelitis of vertebra (disorder),,
SNOMED,203468000,Aneurysmal bone cyst (disorder),,
SNOMED,2043009,Alcoholic gastritis (disorder),,
SNOMED,204342004,Congenital atresia of pulmonary valve (disorder),,
SNOMED,204888000,Penile hypospadias (disorder),,
SNOMED,20607006,Gingivostomatitis (disorder),,
SNOMED,20636006,Vertical heterophoria (disorder),,
SNOMED,2073000,Delusion (finding),,
SNOMED,20793008,Scapulalgia (finding),,
SNOMED,208629000,"Closed fracture of tibia and fibula, shaft (disorder)",,
SNOMED,208921000,"Acute meniscal tear, lateral (disorder)",,
SNOMED,208981003,Closed traumatic dislocation ankle joint (disorder),,
SNOMED,210987008,Abrasion of face (disorder),,
SNOMED,21120002,Osteomyelitis of lower leg (disorder),,
SNOMED,211486004,Contusion of anterior abdominal wall (disorder),,
SNOMED,21664006,Chronic meningitis (disorder),,
SNOMED,217094006,Fall from steps (event),,
SNOMED,218164000,Accident caused by electric current (event),,
SNOMED,22240003,Pericoronitis (disorder),,
SNOMED,224960004,Tired (finding),,
SNOMED,225565007,Perineal pain (finding),,
SNOMED,22911007,Closed traumatic dislocation of joint of shoulder region (disorder),,
SNOMED,230482003,Carotidynia (disorder),,
SNOMED,230808006,Brain ventricular shunt obstruction (disorder),,
SNOMED,231543005,Speech and language disorder (disorder),,
SNOMED,231866000,Conjunctival foreign body (disorder),,
SNOMED,232017001,Anterior proliferative vitreoretinopathy (disorder),,
SNOMED,232254004,Chronic non-suppurative otitis media (disorder),,
SNOMED,232340005,Disorder of nasal cavity (disorder),,
SNOMED,232613003,Attention to tracheostomy (procedure),,
SNOMED,233182007,Permanent cardiac pacemaker procedure (procedure),,
